Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive,0.06,0.05,0,0.02,,,,,E
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005,Racing,THQ,0.09,0.03,0,0,,,,,
DiRT 2,DS,2009,Racing,Codemasters,0.06,0.04,0,0.01,73,7,,,E
One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,0,0,0.12,0,,,,,
Mahou Shoujo Lyrical Nanoha As Portable: The Gears of Destiny,PSP,2011,Fighting,Namco Bandai Games,0,0,0.12,0,,,,,
Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.11,0,0,0.01,,,,,E
Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0,0,0.12,0,,,,,
Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,0.11,0,0,0.01,,,,,E10+
MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0,0.01,70,9,,,
Burning Road,PS,1996,Racing,FunSoft,0.07,0.05,0,0.01,,,,,
Sonic Adventure 2,DC,2001,Platform,Sega,0,0,0.12,0,89,18,8.6,238,E
IndyCar Series,PS2,2003,Racing,Codemasters,0.06,0.05,0,0.02,69,20,,,E
Slayers,SNES,1994,Role-Playing,Banpresto,0,0,0.12,0,,,,,
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,0,0,0.12,0,,,,,
Split/Second,PSP,2010,Racing,Disney Interactive Studios,0.08,0.02,0,0.02,63,16,6.7,15,E10+
Tom Clancys Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.04,0.07,0,0.01,75,5,7.8,149,M
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,0,0,0.12,0,,,,,
Space Chimps,PS2,2008,Platform,Brash Entertainment,0.06,0.05,0,0.02,,,6.6,7,E10+
Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,0.11,0,0,0.01,,,,,
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games,0.09,0.03,0,0,,,,,
Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,0,0,0.12,0,,,,,
Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.06,0.05,0,0.02,65,19,5.8,8,M
The Daring Game for Girls,DS,2010,Adventure,Majesco Entertainment,0.11,0,0,0.01,,,,,E
18 Wheels of Steel: Extreme Trucker 2,PC,2011,Racing,Rondomedia,0.08,0.02,0,0.01,,,8.3,10,E
Overlord: Raising Hell,PS3,2008,Action,Codemasters,0.07,0.03,0,0.02,72,35,7.7,27,T
DreamWorks Super Star Kartz,3DS,2011,Racing,Activision,0.08,0.03,0,0.01,,,,,E
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.11,0,0,0.01,83,18,8.3,16,E10+
Ultimate Card Games,GBA,2003,Misc,Telegames,0.09,0.03,0,0,87,9,,,E
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,Konami Digital Entertainment,0,0,0.12,0,,,,,
Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,0.09,0.02,0,0.01,64,20,6.8,14,E
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,,,,,
Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.11,0,0,0.01,36,20,2.1,17,T
Mountain Sports,Wii,2009,Sports,Activision,0.11,0,0,0.01,,,,,E
Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0,0,0.01,63,11,,,E
Monster Jam: Path of Destruction,X360,2010,Racing,Activision,0.11,0,0,0.01,,,5,4,E
The Bible Game,GBA,2005,Misc,Crave Entertainment,0.09,0.03,0,0,,,,,E
NFL Head Coach,X,2006,Sports,Electronic Arts,0.09,0.03,0,0,69,26,7.1,9,E
Medarot 4: Kabuto / Kuwagata Version,G,2001,Role-Playing,Imagineer,0,0,0.12,0,,,,,
Deca Sports Extreme,3DS,2011,Sports,Hudson Soft,0.08,0,0.03,0.01,52,6,,,E
Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,0.11,0,0,0.01,,,3.4,8,E
Major League Baseball 2K6,PSP,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,69,5,,,E
Mahou Shoujo Lyrical Nanoha As Portable: The Battle of Aces,PSP,2010,Shooter,Namco Bandai Games,0,0,0.12,0,,,,,
Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,0.06,0.05,0,0.02,65,33,6.9,7,T
"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005,Platform,Midway Games,0.08,0.03,0,0,,,,,E
Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,0.09,0.02,0,0,76,18,7.6,5,E
Akuji the Heartless,PS,1998,Platform,Eidos Interactive,0.07,0.04,0,0.01,,,,,
NBA 2K2,GC,2002,Sports,Sega,0.09,0.02,0,0,90,13,8,4,E
EA Replay,PSP,2006,Action,Electronic Arts,0.1,0,0,0.02,56,19,,,T
MySims SkyHeroes,PS3,2010,Action,Electronic Arts,0.08,0.02,0,0.01,62,16,,,E10+
Psychonauts,X,2005,Platform,THQ,0.09,0.03,0,0,88,54,9,71,T
Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0,0,36,14,5.6,5,E
Uta no * Prince-Sama: All Star,PSP,2013,Action,Broccoli,0,0,0.12,0,,,,,
Toukiden 2,PSV,2016,Action,Tecmo Koei,0,0,0.12,0,,,,,
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,74,42,7.9,13,T
HardBall 5,PS,1996,Sports,SPS,0.07,0.04,0,0.01,,,,,
Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,Playlogic Game Factory,0.06,0.05,0,0.02,39,4,8.1,9,T
MLB Inside Pitch 2003,X,2003,Sports,Microsoft Game Studios,0.09,0.03,0,0,,,,,
Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,0.11,0,0,0.01,59,6,,,E
Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,0,0,0.12,0,,,,,
naild,PS3,2010,Racing,Deep Silver,0.08,0.02,0,0.02,66,36,6.2,13,E10+
Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0,0.02,0.01,68,44,8.2,32,E
Legends of Wrestling II,GC,2002,Fighting,Acclaim Entertainment,0.09,0.02,0,0,59,14,,,T
Minecraft: Story Mode,PC,2015,Adventure,Mojang,0.03,0.08,0,0.01,,,,,
Jaws: Ultimate Predator,3DS,2011,Action,Majesco Entertainment,0.11,0,0,0.01,,,,,M
A.C.E.: Another Centurys Episode Portable,PSP,2011,Simulation,Namco Bandai Games,0,0,0.12,0,,,,,
MotoGP 14 ,PS3,2014,Racing,Milestone S.r.l.,0.05,0.05,0,0.02,,,,,E
Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.08,0,0.02,0.02,,,,,
Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.06,0.04,0,0.01,50,10,5,25,T
Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.11,0,0,0.01,74,27,5.8,11,E10+
Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0,0.1,0,0.02,75,29,8.4,566,M
Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,Konami Digital Entertainment,0,0,0.11,0,,,,,
Rock Band: Metal Track Pack,PS3,2009,Misc,MTV Games,0.11,0,0,0.01,,,,,T
Barbie as The Island Princess,PS2,2007,Adventure,Activision,0.06,0.04,0,0.02,,,,,E
MX vs. ATV Untamed,DS,2007,Racing,THQ,0.11,0,0,0.01,61,14,,,E
Love Live! School Idol Paradise,PSV,2014,Misc,Kadokawa Games,0,0,0.12,0,,,,,
Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,0.11,0,0,0.01,,,,,
Crime Killer,PS,1998,Racing,Interplay,0.07,0.04,0,0.01,,,,,
Backyard Wrestling 2: There Goes the Neighborhood,X,2004,Fighting,Eidos Interactive,0.09,0.03,0,0,43,17,,,M
Raiden IV,X360,2008,Shooter,Moss,0.1,0,0.01,0.01,63,4,7.8,10,E10+
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,0,0,0.12,0,,,,,
SD Gundam G Generation-F.I.F,PS,2001,Strategy,Namco Bandai Games,0,0,0.11,0.01,,,,,
Rubiks World,DS,2008,Puzzle,Game Factory,0.1,0.01,0,0.01,66,8,,,E
Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.01,0,0.01,64,34,7.4,42,T
Spider-Man: Edge of Time,3DS,2011,Action,Activision,0.08,0.03,0,0.01,50,7,6.4,12,T
SimAnimals Africa,Wii,2009,Simulation,Electronic Arts,0.1,0.01,0,0.01,53,7,,,E
Akibas Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,0.06,0.01,0.04,0.01,,,,,
Peggle: Dual Shot,DS,2009,Puzzle,PopCap Games,0.11,0,0,0.01,84,17,8.2,21,E
NPPL: Championship Paintball 2009,Wii,2008,Shooter,Activision Value,0.11,0,0,0.01,,,7.7,7,E10+
Cruisn,Wii,2007,Racing,Midway Games,0.1,0.01,0,0.01,25,7,3.7,18,E
Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft,0,0,0.12,0,,,,,
Castlevania: Curse of Darkness,X,2005,Action,Konami Digital Entertainment,0.09,0.03,0,0,74,26,7,13,M
Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,0.1,0.01,0,0.01,64,16,7.7,14,E10+
Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.03,0.01,0.01,58,43,5.8,143,T
The Clique: Diss and Make Up,DS,2009,Adventure,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,,,,,E10+
Mobil 1 Rally Championship,PS,2000,Racing,Electronic Arts,0.07,0.04,0,0.01,,,,,
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,0.07,0.03,0,0.01,,,,,
USA Today Crossword Challenge,DS,2008,Puzzle,Destineer,0.11,0,0,0.01,,,,,T
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.07,0,0.01,77,7,7.3,31,E10+
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002,Fighting,Spike,0,0,0.12,0,,,,,
Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,0.08,0.03,0,0,72,8,7,5,T
Legend of the Guardians: The Owls of GaHoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.01,0,0.01,54,5,,,E10+
Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games,0,0,0.12,0,,,,,
Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,Adventure,Foreign Media Games,0.08,0.03,0,0.01,55,4,,,T
Charm Girls Club: My Perfect Prom,DS,2009,Simulation,Electronic Arts,0.11,0,0,0.01,,,,,E
Marvel Trading Card Game,DS,2007,Misc,Konami Digital Entertainment,0.11,0,0,0.01,61,17,4.9,7,T
Rugrats: Totally Angelica,PS,2001,Adventure,THQ,0.06,0.04,0,0.01,,,,,
Nightshade,PS2,2003,Action,Sega,0.06,0.04,0,0.01,68,39,7.7,20,M
Brunswick Pro Bowling,3DS,2011,Sports,Crave Entertainment,0.11,0,0,0.01,,,,,E
CSI: Crime Scene Investigation,X,2004,Adventure,Ubisoft,0.09,0.03,0,0,45,14,7.3,4,M
Wipeout 2,PS3,2011,Misc,Activision,0.11,0,0,0.01,,,,,E10+
Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,0.05,0.05,0,0.02,54,39,3.8,30,T
Ultimate Puzzle Games: Sudoku Edition,DS,2007,Puzzle,Telegames,0.11,0,0,0.01,,,,,E
Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.11,0,0,0.01,55,24,8,20,M
Buffy the Vampire Slayer: Chaos Bleeds,X,2003,Action,Vivendi Games,0.09,0.03,0,0,73,26,8.4,14,T
Hanagumi Taisen Columns,SAT,1997,Puzzle,Sega,0,0,0.12,0,,,,,
Tales of Destiny 2,PSP,2007,Role-Playing,Namco Bandai Games,0,0,0.12,0,,,,,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0,0,57,10,,,E10+
Dragon Ball: Origins,DS,2008,Action,Atari,0.08,0.02,0,0.01,78,18,7.5,15,T
Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft,0.11,0,0,0.01,,,,,E
Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,0,0,0.12,0,,,,,
The Price is Right: Decades,Wii,2011,Misc,Ubisoft,0.11,0,0,0.01,,,,,E10+
After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,0,0.1,0,0.02,,,,,
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015,Action,Namco Bandai Games,0,0,0.12,0,,,,,
UN Squadron,SNES,1991,Shooter,Capcom,0,0,0.12,0,,,,,
Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0,0.01,51,12,3.3,126,M
Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,0.07,0.03,0,0.01,,,,,E
Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,0.06,0.04,0,0.01,,,,,
Dora the Explorer: Journey to the Purple Planet,GC,2005,Adventure,Global Star,0.09,0.02,0,0,,,,,EC
Lunar 2: Eternal Blue,SAT,1998,Role-Playing,Kadokawa Shoten,0,0,0.12,0,,,,,
Samurai Warriors 4-II,PS3,2015,Action,Tecmo Koei,0,0,0.12,0,,,,,T
NHL Powerplay 96,PS,1996,Sports,Virgin Interactive,0.06,0.04,0,0.01,,,,,
Thousand Arms,PS,1998,Role-Playing,Atlus,0.06,0.04,0,0.01,,,,,
Arctic Thunder,X,2001,Racing,Midway Games,0.09,0.02,0,0,57,17,,,T
Barnyard,GC,2006,Action,THQ,0.09,0.02,0,0,66,12,,,E10+
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013,Misc,Ubisoft,0.09,0.01,0,0.01,,,,,
Stolen Song,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.11,0.01,,,,,
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,0,0,0.12,0,66,18,7.4,29,T
PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,0,0,0.12,0,,,,,
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008,Action,Takara Tomy,0,0,0.12,0,,,,,
Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom,0.06,0.04,0,0.01,63,21,,,T
My Chinese Coach,DS,2008,Misc,Ubisoft,0.1,0.01,0,0.01,,,,,E
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.09,0,0.01,0.01,68,38,8.7,18,E10+
DEATH NOTE: Kira Game,DS,2007,Adventure,Konami Digital Entertainment,0,0,0.12,0,,,,,
Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.11,0.01,,,,,
ASH: Archaic Sealed Heat,DS,2007,Role-Playing,Nintendo,0,0,0.12,0,,,,,E10+
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,Misc,D3Publisher,0,0,0.12,0,,,,,
DreamWorks Super Star Kartz,PS3,2011,Racing,Activision,0.06,0.03,0,0.02,,,,,E
Dorabase 2: Nettou Ultra Stadium,DS,2009,Sports,Namco Bandai Games,0,0,0.12,0,,,,,
Where the Wild Things Are,Wii,2009,Platform,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,65,6,,,E10+
Center Ring Boxing,SAT,1994,Fighting,JVC,0,0,0.12,0,,,,,
NHL 2K3,X,2002,Sports,Sega,0.09,0.02,0,0,89,17,7.1,14,E
Dynasty Warriors 8: Xtreme Legends,PSV,2013,Action,Tecmo Koei,0.03,0.02,0.05,0.02,,,,,
Die Hard: Vendetta,GC,2002,Shooter,NDA Productions,0.09,0.02,0,0,54,23,7,10,M
Darkspore,PC,2011,Role-Playing,Electronic Arts,0.07,0.03,0,0.01,65,52,6,134,T
F1 2002,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.02,0.01,81,11,6.4,10,E
FIFA Soccer,PSP,2005,Sports,Electronic Arts,0.11,0,0,0.01,73,23,7.7,22,E
Cabelas North American Adventures,PS3,2010,Sports,Activision,0.11,0,0,0.01,,,,,T
Self-Defense Training Camp,X360,2011,Sports,Ubisoft,0.08,0.03,0,0.01,21,5,5,25,T
Sphinx and the Cursed Mummy,X,2003,Action,THQ,0.09,0.02,0,0,79,21,9.1,11,T
GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,0.08,0.03,0,0,77,12,6,4,E
Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,0.06,0.04,0,0.02,,,,,
Yakuza,PS3,2012,Action,Sega,0,0,0.11,0,,,,,
Karaoke Revolution Presents American Idol Encore 2,PS3,2008,Misc,Konami Digital Entertainment,0.11,0,0,0.01,,,,,E10+
DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei,0,0,0.11,0,,,,,
Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.02,0.05,0.01,68,18,7.4,18,M
Cabelas Deer Hunt 2005 Season,X,2004,Sports,Activision,0.09,0.02,0,0,59,5,7.5,6,T
SplashDown,X,2002,Racing,Atari,0.09,0.02,0,0,78,15,,,E
Nobunaga no Yabou: Tenshoki,SAT,1995,Strategy,Tecmo Koei,0,0,0.11,0,,,,,
F1 Racing Championship,PS,2000,Racing,Video System,0.06,0.04,0,0.01,,,,,
Dead Mans Hand,X,2004,Shooter,Atari,0.09,0.02,0,0,62,31,8.1,9,T
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0,0.03,0.08,0,67,58,7.6,227,M
Smash Cars,PS2,2003,Racing,Metro 3D,0.06,0.04,0,0.01,67,15,9,5,E
DJ Max Fever,PSP,2009,Misc,PM Studios,0.1,0,0,0.02,77,5,6.5,13,T
Picross 3D 2,3DS,2015,Puzzle,Nintendo,0,0,0.11,0,,,,,
NASCAR 07,PS2,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,68,26,8.9,16,E
Merv Griffins Crosswords,Wii,2008,Puzzle,THQ,0.11,0,0,0.01,,,,,E
Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0,0,0.01,66,21,7.3,8,E
ESA Game Pack,PS3,2010,Misc,Sony Computer Entertainment,0.1,0,0,0.01,,,,,T
Lost Horizon,PC,2010,Adventure,Deep Silver,0,0.1,0,0.02,77,24,7.9,27,T
NFL Tour,PS3,2008,Sports,Electronic Arts,0.1,0.01,0,0.01,45,24,,,E
SingStar Latino,PS3,2009,Misc,Sony Computer Entertainment,0.11,0,0,0.01,,,,,T
Minute to Win It,DS,2010,Misc,Zoo Games,0.11,0,0,0.01,,,,,E
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,,,,,
Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0,0,0.11,0,,,,,
Dokapon Kingdom,PS2,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01,61,8,6.5,8,E10+
ToeJam & Earl III: Mission to Earth,X,2002,Action,Sega,0.09,0.02,0,0,,,,,
Phantasy Star Collection,GBA,2002,Role-Playing,Atari,0.08,0.03,0,0,76,20,8.1,7,E
Doukoku Shoshite...,SAT,1998,Adventure,Data East,0,0,0.11,0,,,,,
LEGO Knights Kingdom,GBA,2004,Action,THQ,0.08,0.03,0,0,62,4,,,E
Final Fantasy III,PSP,2012,Role-Playing,Square Enix,0,0,0.11,0,,,8.9,15,T
A Witchs Tale,DS,2009,Role-Playing,Nippon Ichi Software,0.08,0,0.03,0.01,50,17,6.2,9,E10+
Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo,0,0,0.11,0,,,,,
Retro Game Challenge,DS,2007,Action,Namco Bandai Games,0,0,0.11,0,77,30,7.3,15,E
NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment,0.08,0.03,0,0,49,11,,,E
Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,0.06,0.05,0,0.01,,,,,E
Shining Force NEO,PS2,2005,Role-Playing,Sega,0.06,0.04,0,0.01,69,12,8.1,20,T
Army Men: Sarges War,X,2004,Shooter,Global Star,0.09,0.02,0,0,44,26,,,T
BlazBlue Central Fiction,PS4,2016,Fighting,PQube,0.06,0,0.04,0.01,85,21,7.7,42,T
Primal Rage,PS,1994,Fighting,Time Warner Interactive,0.06,0.04,0,0.01,,,,,
FIFA Street 2,GC,2006,Sports,Electronic Arts,0.09,0.02,0,0,63,16,5.7,7,E
Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.04,0.06,0,0.01,85,14,6.2,145,E
Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive,0.1,0.01,0,0.01,45,30,5.4,16,T
Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,0,0,0.11,0,,,,,
Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,0.1,0,0,0.01,55,29,5.2,18,T
Tom Clancys EndWar,PSP,2008,Strategy,Ubisoft,0.1,0.01,0,0.01,68,7,5.9,8,T
Mechanic Master,DS,2008,Puzzle,Midway Games,0.1,0,0,0.01,76,9,,,E
Taito Legends,PS2,2005,Misc,Empire Interactive,0.06,0.04,0,0.01,68,18,,,T
Tom Clancys Rainbow Six: Rogue Spear,GBA,2002,Shooter,Ubisoft,0.08,0.03,0,0,76,7,,,T
Pac n Roll,DS,2005,Platform,Namco Bandai Games,0.09,0,0.02,0.01,72,35,,,E
Tom Clancys Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0,0.09,0,0.02,,,,,
Animal Genius,DS,2007,Puzzle,Ubisoft,0.1,0,0,0.01,,,,,E
BoomBots,PS,1999,Fighting,SouthPeak Games,0.06,0.04,0,0.01,,,,,
NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0,0,0.01,67,14,8.4,28,E
Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.01,,,,,E
The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,0.08,0.03,0,0.01,,,4.6,49,M
Blood Drive,X360,2010,Racing,Activision,0.09,0.01,0,0.01,40,21,6.5,10,M
Star Trek: Conquest,PS2,2007,Strategy,Bethesda Softworks,0.06,0.04,0,0.01,54,15,9.1,10,E
Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,0,0,0.11,0,,,,,
World Championship Rugby,PS2,2004,Sports,Acclaim Entertainment,0.06,0.04,0,0.01,,,,,
The Price is Right: Decades,X360,2011,Misc,Ubisoft,0.11,0,0,0.01,,,,,E10+
Phantom Dust,X,2004,Action,Microsoft Game Studios,0.08,0.02,0,0,81,37,8.5,35,T
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,Gainax Network Systems,0,0,0.11,0.01,,,,,
Shin Sangoku Musou: Multi Raid 2,PSP,2010,Action,Tecmo Koei,0,0,0.11,0,,,,,
Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,0.08,0.02,0,0.01,74,16,8.2,19,T
Growlanser Generations,PS2,2003,Role-Playing,Atlus,0.06,0.04,0,0.01,81,19,7.7,19,T
Just Dance 2017,PS4,2016,Misc,Ubisoft,0.04,0.06,0,0.02,73,12,7.8,5,E10+
Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom,0.08,0.03,0,0,54,25,8.3,8,E
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005,Misc,Atari,0.1,0,0,0.01,,,,,
Happy Feet Two,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0,0,0.02,,,,,
The Lord of the Rings: Aragorns Quest,DS,2010,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01,,,,,E10+
Ring of Red,PS2,2000,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,82,15,8.7,11,T
Cold Winter,PS2,2005,Shooter,Vivendi Games,0.06,0.04,0,0.01,73,41,8.2,24,M
International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,0.06,0.04,0,0.01,,,,,
Stubbs the Zombie in Rebel Without a Pulse,X,2005,Action,THQ,0.08,0.02,0,0,75,55,8.1,16,M
Girl Time,DS,2009,Simulation,THQ,0.11,0,0,0.01,,,,,E
Batman: Dark Tomorrow,X,2003,Action,Kemco,0.08,0.02,0,0,25,13,3.6,18,T
Ping Pals,DS,2004,Misc,THQ,0.1,0,0,0.01,28,17,3.9,26,E
Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,0.1,0,0,0.01,,,,,E
18 Wheeler: American Pro Trucker,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0,0,52,17,6.8,8,E
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.07,0.02,0,0.02,76,41,7.9,63,M
Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,0.06,0.04,0,0.01,,,,,T
The King of Fighters 99,PS,2000,Fighting,SNK,0,0,0.11,0.01,,,8.9,39,T
Mass Destruction,PS,1997,Shooter,BMG Interactive Entertainment,0.06,0.04,0,0.01,,,,,
Warhammer: Battle March,X360,2008,Strategy,Deep Silver,0.09,0.02,0,0.01,55,30,6.7,20,M
Batman: Rise of Sin Tzu,X,2003,Action,Ubisoft,0.08,0.02,0,0,67,17,7.7,6,T
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998,Adventure,Sega,0,0,0.11,0,,,,,
The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,0.09,0,0.01,0.01,63,57,4.2,33,T
Super Swing Golf Season 2,Wii,2007,Sports,Rising Star Games,0.08,0,0.03,0.01,70,17,,,E10+
Garfields Fun Fest,DS,2008,Platform,Zoo Digital Publishing,0.07,0.03,0,0.01,44,5,,,E
Queens Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.11,0,,,,,
Desktop Tower Defense,DS,2009,Strategy,THQ,0.1,0,0,0.01,,,,,E
Jikkyou Powerful Pro Yakyuu 95,PS,1994,Sports,Konami Digital Entertainment,0,0,0.11,0.01,,,,,
Spy vs Spy,X,2005,Action,Global Star,0.08,0.02,0,0,53,34,8,8,T
Coraline,PS2,2009,Action,D3Publisher,0.06,0.04,0,0.01,39,5,2,6,E10+
Sega Touring Car Championship,SAT,1996,Racing,Sega,0,0,0.11,0,,,,,
Zubo,DS,2008,Misc,Electronic Arts,0.08,0.02,0,0.01,75,19,7.6,75,E10+
[Prototype 2],PC,2012,Action,Activision,0.08,0.03,0,0.01,76,12,6.4,395,M
Cold Fear,PS2,2005,Action,Ubisoft,0.06,0.04,0,0.01,68,39,7.7,27,M
Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive,0.08,0.02,0,0.01,,,7.4,47,M
