,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Global_Sales
6034,Mr. Driller: Drill Spirits,DS,2004.0,Puzzle,Nintendo,0.08,0.0,0.05,0.01,70.0,35.0,8.9,9.0,E,0.14
6035,Power Gig: Rise of the SixString,PS3,2010.0,Misc,Unknown,0.13,0.0,0.0,0.01,36.0,10.0,0.5,4.0,T,0.14
6036,Horse Life Adventures,Wii,2008.0,Simulation,Deep Silver,0.12,0.01,0.0,0.01,,,,,E,0.14
6037,Baldurs Gate: Dark Alliance,GC,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,79.0,10.0,7.7,22.0,T,0.14
6038,Star Wars: Knights of the Old Republic,PC,2003.0,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,93.0,33.0,9.0,1512.0,T,0.13
6039,Travel Games For Dummies,DS,2008.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,62.0,5.0,,,E,0.14
6040,Hatsune Miku: Project Diva X,PSV,2016.0,Misc,Sega,0.03,0.0,0.11,0.01,83.0,5.0,8.0,24.0,T,0.15000000000000002
6041,The Operative: No One Lives Forever,PS2,2002.0,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,67.0,23.0,8.1,17.0,T,0.14
6042,Monster House,GC,2006.0,Adventure,THQ,0.11,0.03,0.0,0.0,60.0,18.0,,,E10+,0.14
6043,Backyard Sports: Sandlot Sluggers,DS,2010.0,Sports,Atari,0.13,0.0,0.0,0.01,,,,,E,0.14
6044,Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,PQube,0.0,0.05,0.08,0.01,72.0,7.0,8.4,14.0,M,0.14
6045,Your Shape: Fitness Evolved 2013,WiiU,2012.0,Action,Ubisoft,0.06,0.07,0.0,0.01,76.0,8.0,6.3,16.0,E10+,0.14
6046,Buck Fever,Wii,2009.0,Sports,Destineer,0.13,0.0,0.0,0.01,,,,,T,0.14
6047,LEGO Ninjago: Shadow of Ronin,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.01,0.1,0.0,0.03,70.0,5.0,,,E10+,0.14
6048,Cabelas African Safari,X360,2006.0,Sports,Activision Value,0.13,0.0,0.0,0.01,53.0,4.0,5.0,8.0,T,0.14
6049,Ecco the Dolphin: Defender of the Future,PS2,2002.0,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,71.0,17.0,8.5,11.0,E,0.14
6050,Just Cause,X360,2006.0,Action,Eidos Interactive,0.1,0.03,0.01,0.01,73.0,57.0,7.2,52.0,M,0.15000000000000002
6051,RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,0.05,0.06,0.01,0.02,78.0,43.0,8.0,79.0,T,0.13999999999999999
6052,Hot Wheels: Beat That!,Wii,2007.0,Racing,Activision,0.13,0.0,0.0,0.01,,,5.3,9.0,E,0.14
6053,X-Blades,X360,2009.0,Action,SouthPeak Games,0.1,0.02,0.02,0.01,50.0,39.0,5.4,14.0,M,0.15000000000000002
6054,Where the Wild Things Are,DS,2009.0,Platform,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,,,,,E,0.14
6055,Battlefield: Hardline,PC,2015.0,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,71.0,31.0,3.8,776.0,M,0.14
6056,Godzilla: Save the Earth,X,2004.0,Fighting,Atari,0.1,0.03,0.0,0.0,63.0,22.0,8.2,6.0,T,0.13
6057,Virtua Tennis 4,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.01,65.0,15.0,7.5,4.0,E,0.14
6058,Micro Machines,PS2,2002.0,Racing,Atari,0.07,0.05,0.0,0.02,54.0,6.0,,,E,0.14
6059,TRINITY: Souls of Zill Oll,PS3,2010.0,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,55.0,34.0,6.2,33.0,T,0.13
6060,Risen,PC,2009.0,Role-Playing,Deep Silver,0.0,0.11,0.0,0.02,77.0,32.0,8.1,682.0,M,0.13
6061,Asphalt: Urban GT 2,DS,2006.0,Racing,Ubisoft,0.09,0.04,0.0,0.01,,,6.9,13.0,E10+,0.14
6062,Rayman Legends,PSV,2014.0,Platform,Ubisoft,0.01,0.1,0.0,0.03,87.0,8.0,8.5,160.0,E10+,0.14
6063,Tim Burtons The Nightmare Before Christmas: The Pumpkin King,GBA,2005.0,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,71.0,5.0,5.5,6.0,E10+,0.14
6064,Enclave,X,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,66.0,28.0,8.4,13.0,M,0.15000000000000002
6065,Wild ARMs XF,PSP,2007.0,Role-Playing,505 Games,0.07,0.0,0.06,0.01,64.0,22.0,6.8,20.0,E10+,0.14
6066,Hyperdevotion Noire: Goddess Black Heart,PSV,2014.0,Role-Playing,Idea Factory,0.05,0.01,0.06,0.02,68.0,24.0,7.1,36.0,T,0.13999999999999999
6067,Dino Crisis 3,X,2003.0,Action,Capcom,0.08,0.03,0.03,0.0,51.0,28.0,4.1,22.0,M,0.14
6068,NFL Blitz 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,72.0,11.0,,,E,0.14
6069,College Hoops 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,82.0,18.0,5.2,6.0,E,0.14
6070,Disney's Chicken Little,X,2005.0,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,68.0,15.0,,,E10+,0.13
6071,LEGO Legends of Chima: Lavals Journey,PSV,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0.0,0.03,64.0,5.0,6.6,8.0,E10+,0.13
6072,The Darkness II,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,77.0,20.0,7.6,450.0,M,0.14
6073,Eragon,X360,2006.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,48.0,32.0,5.7,24.0,T,0.14
6074,Dynasty Warriors 7: Empires,PS3,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,63.0,20.0,8.0,22.0,T,0.14
6075,Star Wars: Jedi Power Battles,GBA,2002.0,Action,THQ,0.1,0.04,0.0,0.0,58.0,8.0,,,T,0.14
6076,LEGO The Lord of the Rings,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.0,0.13,0.0,0.01,,,,,E10+,0.14
6077,Bejeweled 3,X360,2010.0,Puzzle,PopCap Games,0.13,0.0,0.0,0.01,78.0,13.0,8.4,11.0,E,0.14
6078,Imagine: Fashion Designer,3DS,2011.0,Simulation,Ubisoft,0.11,0.02,0.0,0.01,,,,,E,0.14
6079,Nicktoons: ML,Wii,2011.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,,,,,E,0.14
6080,Master Jin Jins IQ Challenge,DS,2006.0,Misc,505 Games,0.13,0.0,0.0,0.01,38.0,4.0,,,E,0.14
6081,TRON: Evolution,PSP,2010.0,Action,Disney Interactive Studios,0.1,0.02,0.0,0.02,,,,,E10+,0.14
6082,MySims Collection,Wii,2010.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,,,,,E,0.14
6083,Blazing Angels 2: Secret Missions of WWII,X360,2007.0,Simulation,Ubisoft,0.11,0.02,0.0,0.01,72.0,24.0,7.8,12.0,T,0.14
6084,Warcraft III: Reign of Chaos,PC,2002.0,Strategy,Vivendi Games,0.03,0.09,0.0,0.02,92.0,40.0,9.1,1034.0,T,0.13999999999999999
6085,How to Train Your Dragon,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,58.0,23.0,7.6,10.0,E10+,0.14
6086,Rayman Arena,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,60.0,10.0,7.2,6.0,E,0.14
6087,4x4 EVO 2,GC,2002.0,Racing,Vivendi Games,0.11,0.03,0.0,0.0,56.0,7.0,,,E,0.14
6088,Shining Soul,GBA,2002.0,Role-Playing,Atari,0.03,0.01,0.09,0.0,58.0,13.0,8.5,8.0,E,0.13
6089,Monster La,DS,2008.0,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,75.0,8.0,,,E10+,0.14
6090,Dead Rising 2,PC,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,78.0,17.0,6.3,213.0,M,0.13
6091,Battleborn,PC,2016.0,Shooter,Take-Two Interactive,0.08,0.04,0.0,0.01,69.0,34.0,6.9,403.0,T,0.13
6092,Murdered: Soul Suspect,PS3,2014.0,Action,Square Enix,0.05,0.05,0.02,0.02,,,7.1,57.0,M,0.14
6093,Hard Rock Casino,PSP,2007.0,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,44.0,8.0,,,T,0.13
6094,Fear Factor: Unleashed,GBA,2004.0,Action,Hip Interactive,0.1,0.04,0.0,0.0,30.0,15.0,3.0,4.0,T,0.14
6095,Robots,DS,2005.0,Action,Vivendi Games,0.12,0.0,0.0,0.01,,,6.7,6.0,E,0.13
6096,Bust-A-Move Deluxe,PSP,2006.0,Puzzle,505 Games,0.13,0.0,0.0,0.01,67.0,7.0,,,E,0.14
6097,Pet Pals: Animal Doctor,Wii,2008.0,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,,,,,E10+,0.14
6098,Heroes over Europe,X360,2009.0,Simulation,Ubisoft,0.1,0.02,0.0,0.01,62.0,39.0,8.1,9.0,T,0.13
6099,Alvin and the Chipmunks,DS,2007.0,Misc,Brash Entertainment,0.12,0.0,0.0,0.01,,,,,E,0.13
6100,Create,X360,2010.0,Action,Electronic Arts,0.1,0.03,0.0,0.01,60.0,19.0,5.8,10.0,E,0.14
6101,UEFA Euro 2004: Portugal,PS2,2004.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,76.0,21.0,6.4,18.0,E,0.14
6102,Happy Feet,Wii,2006.0,Action,Midway Games,0.12,0.0,0.0,0.01,46.0,11.0,6.7,16.0,E,0.13
6103,Hot Wheels: World Race,GBA,2003.0,Racing,THQ,0.1,0.04,0.0,0.0,,,6.2,5.0,E,0.14
6104,Batman: Arkham Knight,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,70.0,14.0,2.5,1982.0,M,0.13
6105,Major League Baseball 2K8,Wii,2008.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,63.0,10.0,7.6,16.0,E,0.14
6106,Persona 4: Arena Ultimax,PS3,2014.0,Fighting,Atlus,0.0,0.0,0.13,0.0,84.0,38.0,8.0,87.0,T,0.13
6107,NBA Jam,X,2003.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,68.0,17.0,9.1,7.0,E,0.13
6108,World Tour Soccer 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,77.0,21.0,7.5,10.0,E,0.14
6109,NCIS,X360,2011.0,Adventure,Ubisoft,0.1,0.02,0.0,0.01,35.0,11.0,3.8,6.0,T,0.13
6110,Skylanders: SuperChargers,3DS,2015.0,Action,Activision,0.06,0.06,0.0,0.01,,,,,E10+,0.13
6111,Rio,PS3,2011.0,Misc,THQ,0.04,0.07,0.0,0.02,65.0,8.0,,,E10+,0.13
6112,Apex,X,2003.0,Racing,Atari,0.1,0.03,0.0,0.0,74.0,26.0,9.1,7.0,E,0.13
6113,Tomb Raider: The Prophecy,GBA,2002.0,Action,Ubisoft,0.1,0.04,0.0,0.0,66.0,20.0,8.8,13.0,T,0.14
6114,Vampire Night,PS2,2001.0,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,65.0,18.0,8.0,5.0,T,0.14
6115,Valhalla Knights: Eldar Saga,Wii,2009.0,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,35.0,17.0,6.7,19.0,T,0.13
6116,BIT.TRIP SAGA,3DS,2011.0,Misc,Rising Star Games,0.09,0.04,0.0,0.01,75.0,21.0,7.8,24.0,E,0.14
6117,World Championship Poker 2: Featuring Howard Lederer,PSP,2005.0,Misc,505 Games,0.12,0.0,0.0,0.01,65.0,17.0,2.8,17.0,T,0.13
6118,Spider-Man: Edge of Time,DS,2011.0,Action,Activision,0.12,0.01,0.0,0.01,50.0,6.0,,,E10+,0.14
6119,Metal Slug 7,DS,2008.0,Shooter,Ignition Entertainment,0.12,0.0,0.01,0.01,70.0,38.0,7.4,14.0,T,0.14
6120,Disney's Cinderella: Magical Dreams,GBA,2005.0,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,69.0,7.0,,,E,0.14
6121,MotoGP 06,X360,2006.0,Racing,THQ,0.11,0.01,0.0,0.01,80.0,50.0,7.7,13.0,E,0.13
6122,Tiger Woods PGA Tour 2005,GC,2004.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,88.0,18.0,,,E,0.13
6123,G.I. Joe: The Rise of Cobra,DS,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,47.0,16.0,7.5,4.0,E10+,0.13
6124,Gourmet Chef: Cook Your Way to Fame,DS,2008.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,,,,,E,0.14
6125,Salt Lake 2002,PS2,2002.0,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,49.0,11.0,3.5,6.0,E,0.14
6126,Fashion Studio: Paris Collection,DS,2009.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,,,,,E,0.14
6127,Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,76.0,49.0,7.3,730.0,M,0.13
6128,Gladius,X,2003.0,Strategy,Activision,0.1,0.03,0.0,0.0,79.0,31.0,8.6,23.0,T,0.13
6129,Legends of Wrestling,X,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,65.0,10.0,5.8,4.0,T,0.13
6130,Magnetica,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.01,68.0,33.0,8.1,11.0,E,0.13
6131,Spy Hunter 2,X,2003.0,Racing,Midway Games,0.1,0.03,0.0,0.0,57.0,22.0,,,T,0.13
6132,Open Season,DS,2006.0,Platform,Ubisoft,0.12,0.0,0.0,0.01,72.0,4.0,,,E,0.13
6133,Backyard Soccer,PS,2001.0,Sports,Infogrames,0.07,0.05,0.0,0.01,,,,,E,0.13
6134,Imagine: Fashion Stylist,DS,2010.0,Simulation,Ubisoft,0.13,0.0,0.0,0.01,,,,,E,0.14
6135,Monster Jam,DS,2007.0,Racing,Activision,0.12,0.0,0.0,0.01,,,,,E,0.13
6136,James Bond 007: Nightfire,GBA,2003.0,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,66.0,6.0,8.1,9.0,T,0.14
6137,Back At The Barnyard: Slop Bucket Games,DS,2008.0,Sports,THQ,0.12,0.0,0.0,0.01,49.0,4.0,,,E,0.13
6138,Little League World Series Baseball 2009,DS,2009.0,Sports,Activision,0.12,0.0,0.0,0.01,,,,,E,0.13
6139,Castlevania Chronicles,PS,2001.0,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,69.0,16.0,7.0,13.0,T,0.13
6140,FIFA Street 2,PSP,2006.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,58.0,6.0,6.9,17.0,E,0.14
6141,Bratz,GBA,2002.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,,,,,E,0.14
6142,Pinball Hall of Fame: The Gottlieb Collection,Wii,2006.0,Misc,System 3 Arcade Software,0.12,0.0,0.0,0.01,,,,,E,0.13
6143,Rise of the Tomb Raider,PC,2016.0,Adventure,Square Enix,0.0,0.13,0.0,0.01,86.0,45.0,7.9,938.0,M,0.14
6144,One Piece: Unlimited World Red,PSV,2014.0,Action,Namco Bandai Games,0.04,0.04,0.04,0.02,67.0,4.0,7.8,25.0,T,0.13999999999999999
6145,King Arthur,PS2,2004.0,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,59.0,22.0,8.0,10.0,T,0.14
6146,The Guy Game,PS2,2004.0,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,48.0,20.0,6.9,14.0,M,0.14
6147,Rogue Warrior,PS3,2009.0,Shooter,Bethesda Softworks,0.11,0.01,0.0,0.01,27.0,24.0,2.8,66.0,M,0.13
6148,Blade II,X,2002.0,Action,Activision,0.1,0.03,0.0,0.0,53.0,20.0,4.0,4.0,M,0.13
6149,Baseball Advance,GBA,2002.0,Sports,Sega,0.1,0.04,0.0,0.0,80.0,16.0,7.8,5.0,E,0.14
6150,Cruise Ship Vacation Games,Wii,2009.0,Puzzle,Avanquest,0.12,0.0,0.0,0.01,,,,,E,0.13
6151,Nitrobike,Wii,2008.0,Racing,Ubisoft,0.11,0.01,0.0,0.01,49.0,22.0,7.1,7.0,E10+,0.13
6152,Learn Math,DS,2009.0,Puzzle,DreamCatcher Interactive,0.12,0.0,0.0,0.01,,,,,E,0.13
6153,Vampire Moon: The Mystery of the Hidden Sun,DS,2010.0,Adventure,City Interactive,0.12,0.01,0.0,0.01,50.0,8.0,,,E,0.14
6154,Paperboy / Rampage,GBA,2005.0,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.0,,,,,E,0.14
6155,Quick Yoga Training,DS,2008.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,,,,,E,0.13
6156,Hulk Hogans Main Event,X360,2011.0,Fighting,505 Games,0.1,0.02,0.0,0.01,26.0,4.0,2.2,20.0,T,0.13
6157,Tak 2: The Staff of Dreams,X,2004.0,Platform,THQ,0.1,0.03,0.0,0.0,73.0,25.0,,,E,0.13
6158,Retro Atari Classics,DS,2005.0,Misc,Atari,0.12,0.0,0.0,0.01,51.0,17.0,3.7,7.0,E,0.13
6159,Titanfall 2,PC,2016.0,Shooter,Electronic Arts,0.05,0.08,0.0,0.01,86.0,29.0,8.1,541.0,M,0.14
6160,Need for Speed Underground 2,DS,2005.0,Racing,Electronic Arts,0.11,0.02,0.0,0.01,65.0,13.0,7.0,25.0,E,0.14
6161,My Spanish Coach,PSP,2008.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,,,,,E,0.13
6162,Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,72.0,35.0,8.8,14.0,T,0.14
6163,Gravity Rush Remastered,PS4,2015.0,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,80.0,62.0,8.2,164.0,T,0.12000000000000001
6164,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015.0,Role-Playing,Tecmo Koei,0.04,0.02,0.07,0.01,75.0,32.0,8.1,48.0,,0.14
6165,Divinity II: The Dragon Knight Saga,X360,2010.0,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,72.0,13.0,7.8,50.0,M,0.14
6166,Top Spin 3,DS,2008.0,Action,D3Publisher,0.11,0.02,0.0,0.01,65.0,12.0,,,E,0.14
6167,SingStar Latino,PS2,2007.0,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,,,,,T,0.14
6168,NHL 2K8,X360,2007.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,71.0,43.0,7.4,17.0,E10+,0.13
6169,Haunted House,Wii,2010.0,Action,Atari,0.12,0.0,0.0,0.01,41.0,6.0,,,E10+,0.13
6170,Syberia,DS,2008.0,Action,Mindscape,0.1,0.02,0.0,0.01,52.0,10.0,,,T,0.13
6171,Puzzle Kingdoms,DS,2009.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,64.0,12.0,6.3,4.0,E10+,0.13
6172,NHL 2K9,PS2,2008.0,Sports,Take-Two Interactive,0.07,0.05,0.0,0.02,,,6.7,7.0,E10+,0.14
6173,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008.0,Role-Playing,Atlus,0.07,0.05,0.0,0.02,79.0,23.0,8.7,26.0,M,0.14
6174,Rogue Ops,X,2003.0,Action,Kemco,0.1,0.03,0.0,0.0,63.0,24.0,,,M,0.13
6175,NBA Hoopz,PS,2001.0,Sports,Midway Games,0.07,0.05,0.0,0.01,,,,,E,0.13
6176,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014.0,Adventure,Activision,0.08,0.04,0.0,0.01,,,,,E10+,0.13
6177,Secret Agent Clank,PSP,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,72.0,56.0,7.8,35.0,E10+,0.13
6178,X-Blades,PS3,2009.0,Action,SouthPeak Games,0.07,0.03,0.02,0.01,50.0,31.0,5.9,15.0,M,0.13
6179,Transworld Surf,X,2002.0,Sports,Atari,0.1,0.03,0.0,0.0,76.0,25.0,,,T,0.13
6180,MLB 11: The Show,PS2,2011.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,,,6.2,6.0,E,0.13
6181,Army Men: Green Rogue,PS2,2001.0,Action,3DO,0.06,0.05,0.0,0.02,39.0,13.0,3.8,4.0,T,0.13
6182,Chessmaster,X,2004.0,Misc,Ubisoft,0.1,0.03,0.0,0.0,79.0,12.0,9.0,6.0,E,0.13
6183,Kororinpa: Marble Mania,Wii,2006.0,Puzzle,Nintendo,0.08,0.02,0.03,0.01,69.0,39.0,8.7,21.0,E,0.14
6184,Brain Assist,DS,2007.0,Misc,Sega,0.12,0.0,0.0,0.01,53.0,17.0,,,E,0.13
6185,Monster Rancher DS,DS,2008.0,Role-Playing,Tecmo Koei,0.08,0.0,0.05,0.01,58.0,4.0,,,E,0.14
6186,Peter Jacksons King Kong: The Official Game of the Movie,DS,2005.0,Action,Ubisoft,0.12,0.0,0.0,0.01,28.0,5.0,3.2,32.0,T,0.13
6187,Superman: The Man of Steel,X,2002.0,Action,Atari,0.1,0.03,0.0,0.0,44.0,19.0,6.0,11.0,T,0.13
6188,NHL 2003,GC,2002.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,79.0,13.0,8.3,4.0,E,0.13
6189,Project CARS,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.12,0.0,0.01,83.0,48.0,7.0,421.0,E,0.13
6190,Fatal Inertia,X360,2007.0,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,61.0,30.0,4.2,19.0,E10+,0.13
6191,Euro Truck Simulator 2,PC,2012.0,Action,SCS Software,0.0,0.12,0.0,0.02,79.0,17.0,8.7,1005.0,,0.13999999999999999
6192,Phantom Brave: We Meet Again,Wii,2009.0,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,76.0,12.0,7.1,15.0,T,0.14
6193,NHL 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,70.0,21.0,,,E10+,0.13
6194,WWE Survivor Series,GBA,2004.0,Fighting,THQ,0.09,0.04,0.0,0.0,55.0,12.0,8.2,5.0,T,0.13
6195,Kung-Fu: High Impact,X360,2011.0,Action,Black Bean Games,0.08,0.05,0.0,0.01,56.0,18.0,7.8,20.0,T,0.14
6196,Tomb Raider: Legend,X,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,82.0,40.0,7.2,13.0,T,0.13
6197,The Stronghold Collection,PC,2009.0,Strategy,Take-Two Interactive,0.03,0.08,0.0,0.02,,,,,T,0.13
6198,I Spy: Universe,DS,2010.0,Puzzle,Scholastic Inc.,0.12,0.0,0.0,0.01,,,,,E,0.13
6199,Ninjatown,DS,2008.0,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,80.0,40.0,8.3,21.0,E,0.13
6200,Alone in the Dark: Inferno,PS3,2008.0,Adventure,Atari,0.09,0.03,0.0,0.02,69.0,25.0,5.6,50.0,M,0.13999999999999999
6201,Frogger Beyond,GC,2002.0,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,60.0,6.0,7.2,5.0,E,0.13
6202,RPG Maker II,PS2,2002.0,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,65.0,9.0,8.8,77.0,E,0.13
6203,Destruction Derby Arenas,PS2,2004.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,57.0,27.0,7.8,14.0,T,0.13
6204,MLB Power Pros 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.11,0.0,0.01,0.01,79.0,16.0,8.7,22.0,E,0.13
6205,Littlest Pet Shop: Spring,DS,2009.0,Simulation,Electronic Arts,0.12,0.0,0.0,0.01,,,,,E,0.13
6206,Cabelas Dangerous Hunts 2009,X360,2008.0,Sports,Activision,0.12,0.0,0.0,0.01,42.0,4.0,,,T,0.13
6207,Rumble Roses XX,X360,2006.0,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,62.0,54.0,6.6,28.0,M,0.13
6208,Anno 1701: Dawn of Discovery,DS,2007.0,Simulation,Touchstone,0.07,0.05,0.0,0.01,78.0,14.0,7.5,19.0,E,0.13
6209,DreamWorks Super Star Kartz,Wii,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,,,,,E,0.12
6210,Shaman King: Power of Spirit,PS2,2004.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,54.0,9.0,8.2,17.0,T,0.13
6211,NBA 2K13,WiiU,2012.0,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,85.0,17.0,7.0,43.0,E,0.13
6212,The BIGS 2,PS3,2009.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,80.0,18.0,7.6,16.0,E10+,0.13
6213,Hasbro Family Fun Pack,XOne,2015.0,Misc,Ubisoft,0.1,0.02,0.0,0.01,,,,,E10+,0.13
6214,The Amazing Race,Wii,2010.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,,,,,E,0.13
6215,Dead to Rights: Reckoning,PSP,2005.0,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,54.0,26.0,7.2,22.0,M,0.13
6216,NBA 08,PS3,2007.0,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,63.0,37.0,6.0,4.0,E,0.13
6217,NCIS,Wii,2011.0,Adventure,Ubisoft,0.08,0.04,0.0,0.01,,,,,T,0.13
6218,Thor: God of Thunder,DS,2011.0,Action,Sega,0.08,0.04,0.0,0.01,64.0,18.0,7.2,9.0,E10+,0.13
6219,Mission: Impossible - Operation Surma,X,2003.0,Platform,Atari,0.1,0.03,0.0,0.0,67.0,27.0,6.8,4.0,T,0.13
6220,Legendary,PS3,2008.0,Shooter,Atari,0.08,0.03,0.0,0.02,50.0,31.0,7.1,31.0,M,0.13
6221,Chuck E. Cheeses Game Room,DS,2010.0,Misc,UFO Interactive,0.12,0.0,0.0,0.01,,,,,E,0.13
6222,MX 2002 Featuring Ricky Carmichael,X,2001.0,Racing,THQ,0.1,0.03,0.0,0.0,74.0,15.0,,,E,0.13
6223,Ben 10 Galactic Racing,DS,2011.0,Racing,D3Publisher,0.09,0.03,0.0,0.01,,,,,E,0.13
6224,Disney's Kim Possible: Kimmunicator,DS,2005.0,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,61.0,14.0,7.5,4.0,E,0.13
6225,Mega Man Anniversary Collection,X,2005.0,Platform,Capcom,0.1,0.03,0.0,0.0,80.0,12.0,9.2,5.0,E,0.13
6226,Sallys Salon,DS,2008.0,Simulation,Capcom,0.12,0.0,0.0,0.01,,,,,E,0.13
6227,F1 2011,PSV,2011.0,Racing,Codemasters,0.03,0.07,0.01,0.02,66.0,27.0,6.3,26.0,E,0.13
6228,Shrek Smash n Crash Racing,GC,2006.0,Racing,Activision,0.1,0.03,0.0,0.0,,,3.1,7.0,E,0.13
6229,Drakengard 2,PS2,2005.0,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,58.0,34.0,5.5,49.0,M,0.13
6230,Shrek Super Party,X,2002.0,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,33.0,9.0,8.0,11.0,E,0.13
